updateDate	line	rule	project	effort	type	cleanCodeAttribute	issueStatus	flows	scope	key	severity	comments	author	cleanCodeAttributeCategory	messageFormattings	impacts	message	creationDate	quickFixAvailable	tags	codeVariants	component	prioritizedRule	textRange	debt	hash	status
2025-12-26T21:28:14-0300	5.0	dartanalyzer:prefer_double_quotes	Economizapp-Claude	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	2a0e08e9-69b2-4209-8d55-35663ac2eeca	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Unnecessary use of single quotes	2025-12-26T21:28:14-0300	false			Economizapp-Claude:lib/main.dart	false	{startLine=5.0, endLine=5.0, startOffset=0.0, endOffset=40.0}	1min	195547a0ca85a2ca87d14f0cc355f536	OPEN
2025-12-26T21:28:14-0300	5.0	dartanalyzer:directives_ordering	Economizapp-Claude	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	6f00f701-b536-4901-aeb3-9aeb0355aff9	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Sort directive sections alphabetically	2025-12-26T21:28:14-0300	false			Economizapp-Claude:lib/main.dart	false	{startLine=5.0, endLine=5.0, startOffset=0.0, endOffset=40.0}	1min	195547a0ca85a2ca87d14f0cc355f536	OPEN
2025-12-26T21:28:14-0300	6.0	dartanalyzer:prefer_double_quotes	Economizapp-Claude	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	61cdb637-4d28-47eb-9794-1c0323169cd7	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Unnecessary use of single quotes	2025-12-26T21:28:14-0300	false			Economizapp-Claude:lib/main.dart	false	{startLine=6.0, endLine=6.0, startOffset=0.0, endOffset=37.0}	1min	c2735cd6910f8c9559a90b8493dc6efc	OPEN
2025-12-26T21:28:14-0300	6.0	dartanalyzer:always_use_package_imports	Economizapp-Claude	5min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	69084ae1-d0b7-4465-b1e5-433113f8946a	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Use 'package:' imports for files in the 'lib' directory	2025-12-26T21:28:14-0300	false			Economizapp-Claude:lib/main.dart	false	{startLine=6.0, endLine=6.0, startOffset=0.0, endOffset=37.0}	5min	c2735cd6910f8c9559a90b8493dc6efc	OPEN
2025-12-26T21:28:14-0300	7.0	dartanalyzer:prefer_double_quotes	Economizapp-Claude	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	013ca5e2-bef6-465a-a1f0-864d38c49d26	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Unnecessary use of single quotes	2025-12-26T21:28:14-0300	false			Economizapp-Claude:lib/main.dart	false	{startLine=7.0, endLine=7.0, startOffset=0.0, endOffset=36.0}	1min	9f2be5a40cb64a508f5003a5c45ad40d	OPEN
2025-12-26T21:28:14-0300	7.0	dartanalyzer:always_use_package_imports	Economizapp-Claude	5min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	67330cc8-8926-447a-a444-ab63808b4beb	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Use 'package:' imports for files in the 'lib' directory	2025-12-26T21:28:14-0300	false			Economizapp-Claude:lib/main.dart	false	{startLine=7.0, endLine=7.0, startOffset=0.0, endOffset=36.0}	5min	9f2be5a40cb64a508f5003a5c45ad40d	OPEN
2025-12-26T21:28:14-0300	8.0	dartanalyzer:directives_ordering	Economizapp-Claude	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	4088f7e5-3db6-489b-b1f1-651f24408f96	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Sort directive sections alphabetically	2025-12-26T21:28:14-0300	false			Economizapp-Claude:lib/main.dart	false	{startLine=8.0, endLine=8.0, startOffset=0.0, endOffset=41.0}	1min	468457c5487195c0f33d01c5172bcd98	OPEN
2025-12-26T21:28:14-0300	8.0	dartanalyzer:prefer_double_quotes	Economizapp-Claude	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	ba9dced1-1944-44a2-a25d-2440eb1aa11a	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Unnecessary use of single quotes	2025-12-26T21:28:14-0300	false			Economizapp-Claude:lib/main.dart	false	{startLine=8.0, endLine=8.0, startOffset=0.0, endOffset=41.0}	1min	468457c5487195c0f33d01c5172bcd98	OPEN
2025-12-26T21:28:14-0300	8.0	dartanalyzer:always_use_package_imports	Economizapp-Claude	5min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	d478d253-9327-408d-aae2-59c29a2afb09	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Use 'package:' imports for files in the 'lib' directory	2025-12-26T21:28:14-0300	false			Economizapp-Claude:lib/main.dart	false	{startLine=8.0, endLine=8.0, startOffset=0.0, endOffset=41.0}	5min	468457c5487195c0f33d01c5172bcd98	OPEN
2025-12-26T21:28:14-0300	9.0	dartanalyzer:always_use_package_imports	Economizapp-Claude	5min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	67431464-08ed-4d30-9c9e-7046a1061cda	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Use 'package:' imports for files in the 'lib' directory	2025-12-26T21:28:14-0300	false			Economizapp-Claude:lib/main.dart	false	{startLine=9.0, endLine=9.0, startOffset=0.0, endOffset=45.0}	5min	87bc41bcda2de7d6f40c05c9a976045c	OPEN
2025-12-26T21:28:14-0300	9.0	dartanalyzer:directives_ordering	Economizapp-Claude	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	c32f1180-d722-412a-a09e-63ae60967371	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Sort directive sections alphabetically	2025-12-26T21:28:14-0300	false			Economizapp-Claude:lib/main.dart	false	{startLine=9.0, endLine=9.0, startOffset=0.0, endOffset=45.0}	1min	87bc41bcda2de7d6f40c05c9a976045c	OPEN
2025-12-26T21:28:14-0300	9.0	dartanalyzer:prefer_double_quotes	Economizapp-Claude	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	fa56f843-06fa-4933-97ec-5019b09e3115	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Unnecessary use of single quotes	2025-12-26T21:28:14-0300	false			Economizapp-Claude:lib/main.dart	false	{startLine=9.0, endLine=9.0, startOffset=0.0, endOffset=45.0}	1min	87bc41bcda2de7d6f40c05c9a976045c	OPEN
2025-12-26T21:28:14-0300	10.0	dartanalyzer:prefer_double_quotes	Economizapp-Claude	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	54f54531-edfd-49aa-b2b3-ebb05677750e	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Unnecessary use of single quotes	2025-12-26T21:28:14-0300	false			Economizapp-Claude:lib/main.dart	false	{startLine=10.0, endLine=10.0, startOffset=0.0, endOffset=50.0}	1min	290d0e4f44a36f7313238ed64b76f0ab	OPEN
2025-12-26T21:28:14-0300	10.0	dartanalyzer:always_use_package_imports	Economizapp-Claude	5min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	67269e4c-edb9-4508-9f94-bcb342a1514f	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Use 'package:' imports for files in the 'lib' directory	2025-12-26T21:28:14-0300	false			Economizapp-Claude:lib/main.dart	false	{startLine=10.0, endLine=10.0, startOffset=0.0, endOffset=50.0}	5min	290d0e4f44a36f7313238ed64b76f0ab	OPEN
2025-12-26T21:28:14-0300	11.0	dartanalyzer:always_use_package_imports	Economizapp-Claude	5min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	b0b8841b-7ef0-4a99-9388-ad9398b88188	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Use 'package:' imports for files in the 'lib' directory	2025-12-26T21:28:14-0300	false			Economizapp-Claude:lib/main.dart	false	{startLine=11.0, endLine=11.0, startOffset=0.0, endOffset=46.0}	5min	a70242c82dfd170c01c5f3f9499aa80d	OPEN
2025-12-26T21:28:14-0300	11.0	dartanalyzer:prefer_double_quotes	Economizapp-Claude	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	d8d1db3b-b6ba-4a02-a142-d82f51098fb5	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Unnecessary use of single quotes	2025-12-26T21:28:14-0300	false			Economizapp-Claude:lib/main.dart	false	{startLine=11.0, endLine=11.0, startOffset=0.0, endOffset=46.0}	1min	a70242c82dfd170c01c5f3f9499aa80d	OPEN
2025-12-26T21:28:14-0300	12.0	dartanalyzer:prefer_double_quotes	Economizapp-Claude	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	182ae225-e9c1-4dfc-bc59-7002bf97456f	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Unnecessary use of single quotes	2025-12-26T21:28:14-0300	false			Economizapp-Claude:lib/main.dart	false	{startLine=12.0, endLine=12.0, startOffset=0.0, endOffset=49.0}	1min	fd6e574e2a8165e352679e2d2ca19da5	OPEN
2025-12-26T21:28:14-0300	12.0	dartanalyzer:always_use_package_imports	Economizapp-Claude	5min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	3798166d-a605-4610-803d-97e1f8de0f3b	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Use 'package:' imports for files in the 'lib' directory	2025-12-26T21:28:14-0300	false			Economizapp-Claude:lib/main.dart	false	{startLine=12.0, endLine=12.0, startOffset=0.0, endOffset=49.0}	5min	fd6e574e2a8165e352679e2d2ca19da5	OPEN
2025-12-26T21:28:14-0300	21.0	dartanalyzer:always_specify_types	Economizapp-Claude	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	94369d13-dff7-4f2c-b82a-98813ed7c41f	MAJOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Missing type annotation	2025-12-26T21:28:14-0300	false			Economizapp-Claude:lib/main.dart	false	{startLine=21.0, endLine=21.0, startOffset=0.0, endOffset=72.0}	1min	de5c64e28c0d4d055b92fad82face0b2	OPEN
2025-12-26T21:28:14-0300	21.0	dartanalyzer:always_specify_types	Economizapp-Claude	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	a05e92ed-8380-4e14-8bce-2c91eeb87ae5	MAJOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Missing type annotation	2025-12-26T21:28:14-0300	false			Economizapp-Claude:lib/main.dart	false	{startLine=21.0, endLine=21.0, startOffset=0.0, endOffset=72.0}	1min	de5c64e28c0d4d055b92fad82face0b2	OPEN
2025-12-26T21:28:14-0300	27.0	dartanalyzer:public_member_api_docs	Economizapp-Claude	10min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	c0979d50-3007-425f-8654-64fbe7bde4b8	INFO			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Missing documentation for a public member	2025-12-26T21:28:14-0300	false			Economizapp-Claude:lib/main.dart	false	{startLine=27.0, endLine=27.0, startOffset=0.0, endOffset=43.0}	10min	eabc48b0bdd9b4c3bd26ac6883e8dc61	OPEN
2025-12-26T21:28:14-0300	28.0	dartanalyzer:public_member_api_docs	Economizapp-Claude	10min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	90719f08-a044-4135-8385-8ade0625083e	INFO			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Missing documentation for a public member	2025-12-26T21:28:14-0300	false			Economizapp-Claude:lib/main.dart	false	{startLine=28.0, endLine=28.0, startOffset=0.0, endOffset=33.0}	10min	1e49cef36d5bcc781064d05431468bbd	OPEN
2025-12-26T21:28:14-0300	31.0	dartanalyzer:prefer_expression_function_bodies	Economizapp-Claude	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	558de908-9fca-4160-946c-fb625fe8ab82	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Unnecessary use of a block function body	2025-12-26T21:28:14-0300	false			Economizapp-Claude:lib/main.dart	false	{startLine=31.0, endLine=31.0, startOffset=0.0, endOffset=38.0}	1min	27bad62df76e267bd8e5158c080c6f1a	OPEN
2025-12-26T21:28:14-0300	31.0	dartanalyzer:prefer_final_parameters	Economizapp-Claude	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	dfe9f569-a6d9-4cc3-8c04-ccd43ecf4009	MAJOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	The parameter 'context' should be final	2025-12-26T21:28:14-0300	false			Economizapp-Claude:lib/main.dart	false	{startLine=31.0, endLine=31.0, startOffset=0.0, endOffset=38.0}	1min	27bad62df76e267bd8e5158c080c6f1a	OPEN
2025-12-26T21:28:14-0300	33.0	dartanalyzer:prefer_double_quotes	Economizapp-Claude	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	a033034d-7701-4411-a8b7-12432e5fe1f2	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Unnecessary use of single quotes	2025-12-26T21:28:14-0300	false			Economizapp-Claude:lib/main.dart	false	{startLine=33.0, endLine=33.0, startOffset=0.0, endOffset=27.0}	1min	5d20417444675077947e791525522674	OPEN
2025-12-26T21:28:14-0300	37.0	dartanalyzer:lines_longer_than_80_chars	Economizapp-Claude	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	4be85949-ca69-4269-bcc2-01df0cb4fdfa	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	character limit	2025-12-26T21:28:14-0300	false			Economizapp-Claude:lib/main.dart	false	{startLine=37.0, endLine=37.0, startOffset=0.0, endOffset=97.0}	1min	ae7fa0d9e7e9247d41bf9216e9a9b47e	OPEN
2025-12-26T21:28:14-0300	37.0	dartanalyzer:avoid_redundant_argument_values	Economizapp-Claude	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	a756cef3-3543-4e87-ba0c-79a9c75f6f15	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	The value of the argument is redundant because it matches the default value	2025-12-26T21:28:14-0300	false			Economizapp-Claude:lib/main.dart	false	{startLine=37.0, endLine=37.0, startOffset=0.0, endOffset=97.0}	1min	ae7fa0d9e7e9247d41bf9216e9a9b47e	OPEN
2025-12-26T21:28:14-0300	41.0	dartanalyzer:lines_longer_than_80_chars	Economizapp-Claude	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	706d4d9a-ed18-43be-af8b-6ef0bd9d5409	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	character limit	2025-12-26T21:28:14-0300	false			Economizapp-Claude:lib/main.dart	false	{startLine=41.0, endLine=41.0, startOffset=0.0, endOffset=82.0}	1min	0c40e9e34c063cc38015ea587e869c14	OPEN
2025-12-26T21:28:14-0300	45.0	dartanalyzer:prefer_final_parameters	Economizapp-Claude	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	9322e6b6-08ab-4492-b0da-022cec90e0df	MAJOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	The parameter 'settings' should be final	2025-12-26T21:28:14-0300	false			Economizapp-Claude:lib/main.dart	false	{startLine=45.0, endLine=45.0, startOffset=0.0, endOffset=35.0}	1min	47f29dcc9b5ccdcaff58494662f4bec9	OPEN
2025-12-26T21:28:14-0300	45.0	dartanalyzer:always_specify_types	Economizapp-Claude	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	f567610f-d752-48d2-ac5b-213f69f6842e	MAJOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Missing type annotation	2025-12-26T21:28:14-0300	false			Economizapp-Claude:lib/main.dart	false	{startLine=45.0, endLine=45.0, startOffset=0.0, endOffset=35.0}	1min	47f29dcc9b5ccdcaff58494662f4bec9	OPEN
2025-12-26T21:28:14-0300	46.0	dartanalyzer:prefer_double_quotes	Economizapp-Claude	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	b8a7b718-a53e-4939-9f78-7a7394e1a3d5	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Unnecessary use of single quotes	2025-12-26T21:28:14-0300	false			Economizapp-Claude:lib/main.dart	false	{startLine=46.0, endLine=46.0, startOffset=0.0, endOffset=49.0}	1min	e544f95cb747d0f2adcd1a25285bc8e4	OPEN
2025-12-26T21:28:14-0300	47.0	dartanalyzer:lines_longer_than_80_chars	Economizapp-Claude	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	bf4b4602-4922-4aa3-a89e-b49a24bf1cbc	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	character limit	2025-12-26T21:28:14-0300	false			Economizapp-Claude:lib/main.dart	false	{startLine=47.0, endLine=47.0, startOffset=0.0, endOffset=85.0}	1min	7a5bc1ed05097c86a0014df007d71a18	OPEN
2025-12-26T21:28:14-0300	47.0	dartanalyzer:always_specify_types	Economizapp-Claude	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	f7268a6d-b1d2-40db-816e-70b18e63fd28	MAJOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Missing type annotation	2025-12-26T21:28:14-0300	false			Economizapp-Claude:lib/main.dart	false	{startLine=47.0, endLine=47.0, startOffset=0.0, endOffset=85.0}	1min	7a5bc1ed05097c86a0014df007d71a18	OPEN
2025-12-26T21:28:14-0300	56.0	dartanalyzer:public_member_api_docs	Economizapp-Claude	10min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	bbba6d69-4ef6-4bd3-b128-59366b3d0f2f	INFO			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Missing documentation for a public member	2025-12-26T21:28:14-0300	false			Economizapp-Claude:lib/main.dart	false	{startLine=56.0, endLine=56.0, startOffset=0.0, endOffset=41.0}	10min	1f70ed1a569d2fc9bf97b8635568acc5	OPEN
2025-12-26T21:28:14-0300	57.0	dartanalyzer:public_member_api_docs	Economizapp-Claude	10min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	53880e56-494c-41c9-bab3-82f003ad55b8	INFO			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Missing documentation for a public member	2025-12-26T21:28:14-0300	false			Economizapp-Claude:lib/main.dart	false	{startLine=57.0, endLine=57.0, startOffset=0.0, endOffset=31.0}	10min	9a35aed93469311dbbbae9dc3723368c	OPEN
2025-12-26T21:28:14-0300	60.0	dartanalyzer:prefer_expression_function_bodies	Economizapp-Claude	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	bbd0a8a5-aced-4063-9a6b-230c681a340e	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Unnecessary use of a block function body	2025-12-26T21:28:14-0300	false			Economizapp-Claude:lib/main.dart	false	{startLine=60.0, endLine=60.0, startOffset=0.0, endOffset=38.0}	1min	27bad62df76e267bd8e5158c080c6f1a	OPEN
2025-12-26T21:28:14-0300	60.0	dartanalyzer:prefer_final_parameters	Economizapp-Claude	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	eaa39165-d161-430e-a470-2760fd9d587c	MAJOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	The parameter 'context' should be final	2025-12-26T21:28:14-0300	false			Economizapp-Claude:lib/main.dart	false	{startLine=60.0, endLine=60.0, startOffset=0.0, endOffset=38.0}	1min	27bad62df76e267bd8e5158c080c6f1a	OPEN
2025-12-26T21:28:14-0300	62.0	dartanalyzer:always_specify_types	Economizapp-Claude	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	137243eb-7768-4f98-933f-9fa4bbee683f	MAJOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Missing type annotation	2025-12-26T21:28:14-0300	false			Economizapp-Claude:lib/main.dart	false	{startLine=62.0, endLine=62.0, startOffset=0.0, endOffset=42.0}	1min	9faa4e41fceec3827fb20e0a3fed9e97	OPEN
2025-12-26T21:28:14-0300	62.0	dartanalyzer:prefer_final_parameters	Economizapp-Claude	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	3611b9d0-5ca7-4830-9616-ec535f5b2654	MAJOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	The parameter 'context' should be final	2025-12-26T21:28:14-0300	false			Economizapp-Claude:lib/main.dart	false	{startLine=62.0, endLine=62.0, startOffset=0.0, endOffset=42.0}	1min	9faa4e41fceec3827fb20e0a3fed9e97	OPEN
