updateDate	line	rule	project	effort	type	cleanCodeAttribute	issueStatus	flows	scope	key	severity	comments	author	cleanCodeAttributeCategory	messageFormattings	impacts	message	creationDate	quickFixAvailable	tags	codeVariants	component	prioritizedRule	textRange	debt	hash	status
2025-12-26T21:23:11-0300	3.0	dartanalyzer:prefer_double_quotes	Economizapp-ChatGPT	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	4e8e41ea-c976-4753-b6fb-792bad783b69	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Unnecessary use of single quotes	2025-12-26T21:23:11-0300	false			Economizapp-ChatGPT:lib/main.dart	false	{startLine=3.0, endLine=3.0, startOffset=0.0, endOffset=39.0}	1min	d9c48154525d174cff661ae1bec16e76	OPEN
2025-12-26T21:23:11-0300	4.0	dartanalyzer:prefer_double_quotes	Economizapp-ChatGPT	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	020cc823-a7bb-44e9-bb92-fb556a97c71b	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Unnecessary use of single quotes	2025-12-26T21:23:11-0300	false			Economizapp-ChatGPT:lib/main.dart	false	{startLine=4.0, endLine=4.0, startOffset=0.0, endOffset=56.0}	1min	4c8a96f081517cb03cdf252b38c5d3ac	OPEN
2025-12-26T21:23:11-0300	5.0	dartanalyzer:prefer_double_quotes	Economizapp-ChatGPT	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	b5dbdf20-6e5f-46d8-b804-a53436919d8e	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Unnecessary use of single quotes	2025-12-26T21:23:11-0300	false			Economizapp-ChatGPT:lib/main.dart	false	{startLine=5.0, endLine=5.0, startOffset=0.0, endOffset=18.0}	1min	9e41cf685de3485affe00c49f540cf22	OPEN
2025-12-26T21:23:11-0300	5.0	dartanalyzer:always_use_package_imports	Economizapp-ChatGPT	5min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	fc75996e-5a7d-4238-8077-b390319cf6ad	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Use 'package:' imports for files in the 'lib' directory	2025-12-26T21:23:11-0300	false			Economizapp-ChatGPT:lib/main.dart	false	{startLine=5.0, endLine=5.0, startOffset=0.0, endOffset=18.0}	5min	9e41cf685de3485affe00c49f540cf22	OPEN
2025-12-26T21:23:11-0300	6.0	dartanalyzer:always_use_package_imports	Economizapp-ChatGPT	5min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	91b0952f-9ecd-48d1-af2a-0ed13274837e	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Use 'package:' imports for files in the 'lib' directory	2025-12-26T21:23:11-0300	false			Economizapp-ChatGPT:lib/main.dart	false	{startLine=6.0, endLine=6.0, startOffset=0.0, endOffset=44.0}	5min	87d5413f9e125990b816f07d788e4ad9	OPEN
2025-12-26T21:23:11-0300	6.0	dartanalyzer:prefer_double_quotes	Economizapp-ChatGPT	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	95b21c43-d910-4560-96fb-b8d5abcba3e1	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Unnecessary use of single quotes	2025-12-26T21:23:11-0300	false			Economizapp-ChatGPT:lib/main.dart	false	{startLine=6.0, endLine=6.0, startOffset=0.0, endOffset=44.0}	1min	87d5413f9e125990b816f07d788e4ad9	OPEN
2025-12-26T21:23:11-0300	8.0	dartanalyzer:lines_longer_than_80_chars	Economizapp-ChatGPT	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	f8d6c95b-fa6f-4fce-9877-36c65c8f90c2	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	character limit	2025-12-26T21:23:11-0300	false			Economizapp-ChatGPT:lib/main.dart	false	{startLine=8.0, endLine=8.0, startOffset=0.0, endOffset=88.0}	1min	b312ef034cf2e94d692da24a87cc0611	OPEN
2025-12-26T21:23:11-0300	9.0	dartanalyzer:public_member_api_docs	Economizapp-ChatGPT	10min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	a5e200c7-d590-4347-9633-c156e6114e8d	INFO			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Missing documentation for a public member	2025-12-26T21:23:11-0300	false			Economizapp-ChatGPT:lib/main.dart	false	{startLine=9.0, endLine=9.0, startOffset=0.0, endOffset=75.0}	10min	b1ec5900b7ea442133edca9f778b75b8	OPEN
2025-12-26T21:23:11-0300	15.0	dartanalyzer:prefer_double_quotes	Economizapp-ChatGPT	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	7c6c8033-40be-4a97-93e3-f84a29ef2384	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Unnecessary use of single quotes	2025-12-26T21:23:11-0300	false			Economizapp-ChatGPT:lib/main.dart	false	{startLine=15.0, endLine=15.0, startOffset=0.0, endOffset=52.0}	1min	04a83aac0556fd1f5458dddbcaf3ad41	OPEN
2025-12-26T21:23:11-0300	17.0	dartanalyzer:prefer_double_quotes	Economizapp-ChatGPT	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	92d94073-b70f-419a-aad4-1fa4493c0c47	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Unnecessary use of single quotes	2025-12-26T21:23:11-0300	false			Economizapp-ChatGPT:lib/main.dart	false	{startLine=17.0, endLine=17.0, startOffset=0.0, endOffset=219.0}	1min	f7f14d0dba7b519d3ce251212c1ccdaa	OPEN
2025-12-26T21:23:11-0300	17.0	dartanalyzer:lines_longer_than_80_chars	Economizapp-ChatGPT	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	f572c7a2-9642-45c1-8ed0-0996119d774e	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	character limit	2025-12-26T21:23:11-0300	false			Economizapp-ChatGPT:lib/main.dart	false	{startLine=17.0, endLine=17.0, startOffset=0.0, endOffset=219.0}	1min	f7f14d0dba7b519d3ce251212c1ccdaa	OPEN
2025-12-26T21:23:11-0300	21.0	dartanalyzer:prefer_final_parameters	Economizapp-ChatGPT	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	61ead736-57a4-443b-bdc3-58b23beacfa6	MAJOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	The parameter 'data' should be final	2025-12-26T21:23:11-0300	false			Economizapp-ChatGPT:lib/main.dart	false	{startLine=21.0, endLine=21.0, startOffset=0.0, endOffset=63.0}	1min	080f58b3a5c5d8bb28a4bf7a161ca3ff	OPEN
2025-12-26T21:23:11-0300	21.0	dartanalyzer:always_specify_types	Economizapp-ChatGPT	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	d839e033-68e6-4505-945b-49ab7e7faba1	MAJOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Missing type annotation	2025-12-26T21:23:11-0300	false			Economizapp-ChatGPT:lib/main.dart	false	{startLine=21.0, endLine=21.0, startOffset=0.0, endOffset=63.0}	1min	080f58b3a5c5d8bb28a4bf7a161ca3ff	OPEN
2025-12-26T21:23:11-0300	22.0	dartanalyzer:unnecessary_final	Economizapp-ChatGPT	5min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	b15bca14-16d5-4ae0-a5a3-980bc29627e6	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Local variables should not be marked as 'final'	2025-12-26T21:23:11-0300	false			Economizapp-ChatGPT:lib/main.dart	false	{startLine=22.0, endLine=22.0, startOffset=0.0, endOffset=29.0}	5min	0f49898c3de5e0b1c822b1974b44af8a	OPEN
2025-12-26T21:23:11-0300	22.0	dartanalyzer:always_specify_types	Economizapp-ChatGPT	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	d3115d57-19cd-4ff5-be24-f6f32fff488c	MAJOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Missing type annotation	2025-12-26T21:23:11-0300	false			Economizapp-ChatGPT:lib/main.dart	false	{startLine=22.0, endLine=22.0, startOffset=0.0, endOffset=29.0}	1min	0f49898c3de5e0b1c822b1974b44af8a	OPEN
2025-12-26T21:23:11-0300	26.0	dartanalyzer:discarded_futures	Economizapp-ChatGPT	5min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	69557e5d-1433-423c-8f62-bbf4958ad66a	MAJOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	'async' function	2025-12-26T21:23:11-0300	false			Economizapp-ChatGPT:lib/main.dart	false	{startLine=26.0, endLine=26.0, startOffset=0.0, endOffset=38.0}	5min	a74ddcf3613617d4f1ae42824b0ea71a	OPEN
2025-12-26T21:23:11-0300	27.0	dartanalyzer:always_specify_types	Economizapp-ChatGPT	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	1106d796-366e-4770-ad0e-fe141bf3e432	MAJOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Missing type annotation	2025-12-26T21:23:11-0300	false			Economizapp-ChatGPT:lib/main.dart	false	{startLine=27.0, endLine=27.0, startOffset=0.0, endOffset=71.0}	1min	e9512b9e2950fa72840e7257ad91e729	OPEN
2025-12-26T21:23:11-0300	2.0	dartanalyzer:public_member_api_docs	Economizapp-ChatGPT	10min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	6ccdd50c-4678-4ec8-a93b-47f6cf4f01c9	INFO			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Missing documentation for a public member	2025-12-26T21:23:11-0300	false			Economizapp-ChatGPT:lib/src/models/merchant.dart	false	{startLine=2.0, endLine=2.0, startOffset=0.0, endOffset=16.0}	10min	6e6da1297ad80df898f32c1e3c212393	OPEN
2025-12-26T21:23:11-0300	3.0	dartanalyzer:public_member_api_docs	Economizapp-ChatGPT	10min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	5ed472d1-11af-4e1f-9c22-ae73fc4282b0	INFO			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Missing documentation for a public member	2025-12-26T21:23:11-0300	false			Economizapp-ChatGPT:lib/src/models/merchant.dart	false	{startLine=3.0, endLine=3.0, startOffset=0.0, endOffset=18.0}	10min	2d0608624d2d2c64be8ff59264bd0bed	OPEN
2025-12-26T21:23:11-0300	4.0	dartanalyzer:public_member_api_docs	Economizapp-ChatGPT	10min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	ab1bbd77-6109-453f-b334-8a8341301f62	INFO			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Missing documentation for a public member	2025-12-26T21:23:11-0300	false			Economizapp-ChatGPT:lib/src/models/merchant.dart	false	{startLine=4.0, endLine=4.0, startOffset=0.0, endOffset=23.0}	10min	aea0827a14b3fa3f9bf595c7bf8e41dc	OPEN
2025-12-26T21:23:11-0300	5.0	dartanalyzer:public_member_api_docs	Economizapp-ChatGPT	10min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	a5542d02-4114-4a7d-bce4-f93f4c17867f	INFO			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Missing documentation for a public member	2025-12-26T21:23:11-0300	false			Economizapp-ChatGPT:lib/src/models/merchant.dart	false	{startLine=5.0, endLine=5.0, startOffset=0.0, endOffset=20.0}	10min	59c4752d19e45a1a7c397f34a83c11e7	OPEN
2025-12-26T21:23:11-0300	6.0	dartanalyzer:public_member_api_docs	Economizapp-ChatGPT	10min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	c6e16495-8723-431b-a9af-dc1d611c5b65	INFO			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Missing documentation for a public member	2025-12-26T21:23:11-0300	false			Economizapp-ChatGPT:lib/src/models/merchant.dart	false	{startLine=6.0, endLine=6.0, startOffset=0.0, endOffset=21.0}	10min	27f254f45d3d4733c8ec6bc36d908d7e	OPEN
2025-12-26T21:23:11-0300	7.0	dartanalyzer:public_member_api_docs	Economizapp-ChatGPT	10min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	7932f33d-fef4-46bf-aa6e-f694c6b43ec9	INFO			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Missing documentation for a public member	2025-12-26T21:23:11-0300	false			Economizapp-ChatGPT:lib/src/models/merchant.dart	false	{startLine=7.0, endLine=7.0, startOffset=0.0, endOffset=21.0}	10min	6f3a1699b4af2f4404d6a1207e4e8661	OPEN
2025-12-26T21:23:11-0300	8.0	dartanalyzer:public_member_api_docs	Economizapp-ChatGPT	10min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	a279f691-907d-4b60-ba50-21b9c64b5b71	INFO			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Missing documentation for a public member	2025-12-26T21:23:11-0300	false			Economizapp-ChatGPT:lib/src/models/merchant.dart	false	{startLine=8.0, endLine=8.0, startOffset=0.0, endOffset=23.0}	10min	fa820160a43326120c927a2cae396ede	OPEN
2025-12-26T21:23:11-0300	9.0	dartanalyzer:public_member_api_docs	Economizapp-ChatGPT	10min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	c310a20a-548d-4e16-81c1-da2c9172f548	INFO			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Missing documentation for a public member	2025-12-26T21:23:11-0300	false			Economizapp-ChatGPT:lib/src/models/merchant.dart	false	{startLine=9.0, endLine=9.0, startOffset=0.0, endOffset=24.0}	10min	98a16d576433dd77f2a6c8f83a633c52	OPEN
2025-12-26T21:23:11-0300	11.0	dartanalyzer:public_member_api_docs	Economizapp-ChatGPT	10min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	242f3c66-7ace-4a9e-ae94-896c39b47094	INFO			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Missing documentation for a public member	2025-12-26T21:23:11-0300	false			Economizapp-ChatGPT:lib/src/models/merchant.dart	false	{startLine=11.0, endLine=11.0, startOffset=0.0, endOffset=12.0}	10min	250f3556769773b658663182165f546d	OPEN
2025-12-26T21:23:11-0300	11.0	dartanalyzer:sort_constructors_first	Economizapp-ChatGPT	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	f6ecc0f0-121c-4c8d-a2ce-88d8927f7c49	MAJOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	constructor declarations	2025-12-26T21:23:11-0300	false			Economizapp-ChatGPT:lib/src/models/merchant.dart	false	{startLine=11.0, endLine=11.0, startOffset=0.0, endOffset=12.0}	1min	250f3556769773b658663182165f546d	OPEN
2025-12-26T21:23:11-0300	21.0	dartanalyzer:prefer_expression_function_bodies	Economizapp-ChatGPT	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	083f549e-2e66-4189-a153-ac987d5905f8	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Unnecessary use of a block function body	2025-12-26T21:23:11-0300	false			Economizapp-ChatGPT:lib/src/models/merchant.dart	false	{startLine=21.0, endLine=21.0, startOffset=0.0, endOffset=54.0}	1min	df45110da9de7588476ed7c56dd62d9e	OPEN
2025-12-26T21:23:11-0300	21.0	dartanalyzer:prefer_final_parameters	Economizapp-ChatGPT	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	38c4f0ff-15df-4415-a3e6-54975f41119c	MAJOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	The parameter 'map' should be final	2025-12-26T21:23:11-0300	false			Economizapp-ChatGPT:lib/src/models/merchant.dart	false	{startLine=21.0, endLine=21.0, startOffset=0.0, endOffset=54.0}	1min	df45110da9de7588476ed7c56dd62d9e	OPEN
2025-12-26T21:23:11-0300	21.0	dartanalyzer:sort_constructors_first	Economizapp-ChatGPT	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	3e7bfa3a-4661-499a-806e-351c16132149	MAJOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	constructor declarations	2025-12-26T21:23:11-0300	false			Economizapp-ChatGPT:lib/src/models/merchant.dart	false	{startLine=21.0, endLine=21.0, startOffset=0.0, endOffset=54.0}	1min	df45110da9de7588476ed7c56dd62d9e	OPEN
2025-12-26T21:23:11-0300	21.0	dartanalyzer:public_member_api_docs	Economizapp-ChatGPT	10min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	b7a39a1a-674b-4e7d-908a-afc3e485d0c7	INFO			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Missing documentation for a public member	2025-12-26T21:23:11-0300	false			Economizapp-ChatGPT:lib/src/models/merchant.dart	false	{startLine=21.0, endLine=21.0, startOffset=0.0, endOffset=54.0}	10min	df45110da9de7588476ed7c56dd62d9e	OPEN
2025-12-26T21:23:11-0300	23.0	dartanalyzer:prefer_double_quotes	Economizapp-ChatGPT	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	7faae041-981a-44e4-b2a9-f67bd1d6e72b	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Unnecessary use of single quotes	2025-12-26T21:23:11-0300	false			Economizapp-ChatGPT:lib/src/models/merchant.dart	false	{startLine=23.0, endLine=23.0, startOffset=0.0, endOffset=20.0}	1min	be1d9638aa58785951e04084a9aff4cb	OPEN
2025-12-26T21:23:11-0300	24.0	dartanalyzer:prefer_double_quotes	Economizapp-ChatGPT	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	dac52a8d-879e-4361-a2aa-1b76f1b4f516	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Unnecessary use of single quotes	2025-12-26T21:23:11-0300	false			Economizapp-ChatGPT:lib/src/models/merchant.dart	false	{startLine=24.0, endLine=24.0, startOffset=0.0, endOffset=31.0}	1min	6adc45b3970403911db658c955795182	OPEN
2025-12-26T21:23:11-0300	25.0	dartanalyzer:prefer_double_quotes	Economizapp-ChatGPT	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	ddc9e82b-bf0d-44e5-9a29-56491af289aa	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Unnecessary use of single quotes	2025-12-26T21:23:11-0300	false			Economizapp-ChatGPT:lib/src/models/merchant.dart	false	{startLine=25.0, endLine=25.0, startOffset=0.0, endOffset=24.0}	1min	cf82dc7163499ebde8a071b270309e4f	OPEN
2025-12-26T21:23:11-0300	26.0	dartanalyzer:prefer_double_quotes	Economizapp-ChatGPT	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	508f496f-0a37-4a53-949f-c67aac7c5df8	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Unnecessary use of single quotes	2025-12-26T21:23:11-0300	false			Economizapp-ChatGPT:lib/src/models/merchant.dart	false	{startLine=26.0, endLine=26.0, startOffset=0.0, endOffset=26.0}	1min	285589aefbe05e8dd6153eb055fd6ec7	OPEN
2025-12-26T21:23:11-0300	27.0	dartanalyzer:prefer_double_quotes	Economizapp-ChatGPT	1min	CODE_SMELL	CONVENTIONAL	OPEN		MAIN	2ce95d16-1389-4294-bc6e-d6bf5205f207	MINOR			CONSISTENT		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Unnecessary use of single quotes	2025-12-26T21:23:11-0300	false			Economizapp-ChatGPT:lib/src/models/merchant.dart	false	{startLine=27.0, endLine=27.0, startOffset=0.0, endOffset=26.0}	1min	f58485097f7e1b9dee7f9057eac4778e	OPEN
